#-----------------------------------------------------------------------------
# Date d'extraction : 30/01/2026 - 17h28 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     RCP2.6 : Emissions maîtrisées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTXAV : Température maximale journalière (°C)
#     NORTXND : Nombre de jours anormalement chauds (jour(s))
#     NORTXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     NORRR : Cumul de précipitation (mm)
#     NORPXCDD : Période de sécheresse (jour(s))
#     NORPQ90 : précipitations intenses (Q90) (mm)
#     NORRR99 : nombre de jours de précipitations intenses (nombre de jours où on dépasse le Q99) (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORTXAV;NORTXND;NORTXHWD;NORRR;NORPXCDD;NORPQ90;NORRR99;
#-----------------------------------------------------------------------------
12842;47.8498;7.4172;RCP2.6;H1;15.34;75;25;752.57;20;6.4;4.65;
12843;47.8451;7.5238;RCP2.6;H1;15.37;75;25;751.25;20;6.39;4.65;
12875;47.8408;-4.3508;RCP2.6;H1;15.62;29;8;805.15;25;6.96;4.4;
12876;47.8469;-4.2443;RCP2.6;H1;15.88;32;10;967.21;25;8.43;4.37;
12877;47.8528;-4.1378;RCP2.6;H1;15.98;33;9;961.59;24;8.38;4.32;
12878;47.8587;-4.0313;RCP2.6;H1;15.93;33;9;971.23;24;8.38;4.55;
12879;47.8645;-3.9247;RCP2.6;H1;15.85;32;9;972.98;24;8.39;4.3;
12880;47.8702;-3.8181;RCP2.6;H1;15.42;32;9;1002.24;24;8.72;4.29;
12881;47.8757;-3.7115;RCP2.6;H1;15.34;31;9;1005.5;24;8.73;4.27;
12882;47.8812;-3.6049;RCP2.6;H1;15.32;31;9;1000.51;24;8.73;4.23;
12883;47.8866;-3.4982;RCP2.6;H1;15.61;35;9;1099.72;23;9.54;4.1;
12884;47.8919;-3.3915;RCP2.6;H1;15.57;35;9;1094.51;22;9.59;3.92;
12885;47.8971;-3.2848;RCP2.6;H1;15.55;41;11;1053.74;24;9.08;3.9;
12886;47.9022;-3.1781;RCP2.6;H1;15.54;41;11;1051.86;24;9;3.96;
12887;47.9072;-3.0714;RCP2.6;H1;15.72;42;10;967.47;25;8.32;3.98;
12888;47.9121;-2.9646;RCP2.6;H1;15.59;42;10;971.89;23;8.43;3.96;
12889;47.9169;-2.8578;RCP2.6;H1;15.46;41;10;962.88;23;8.29;4;
12890;47.9216;-2.751;RCP2.6;H1;15.43;44;10;864.7;24;7.4;4.19;
12891;47.9262;-2.6442;RCP2.6;H1;15.46;44;10;866.77;25;7.5;4.33;
12892;47.9307;-2.5374;RCP2.6;H1;15.87;46;11;761.16;25;6.56;4.1;
12893;47.9351;-2.4305;RCP2.6;H1;16.05;46;10;753.66;25;6.57;4.2;
12894;47.9394;-2.3237;RCP2.6;H1;15.82;45;11;765.18;25;6.64;4.3;
12895;47.9436;-2.2168;RCP2.6;H1;15.57;45;11;776.88;24;6.75;4.27;
12896;47.9477;-2.1099;RCP2.6;H1;15.82;47;11;799.75;24;6.85;4.35;
12897;47.9518;-2.003;RCP2.6;H1;15.73;47;11;795.82;24;6.96;4.49;
12898;47.9557;-1.896;RCP2.6;H1;16.04;49;13;757.44;24;6.72;4.23;
12899;47.9595;-1.7891;RCP2.6;H1;16.19;50;13;757.38;24;6.62;4.37;
12900;47.9632;-1.6821;RCP2.6;H1;16.02;49;13;763.66;24;6.67;4.42;
12901;47.9669;-1.5751;RCP2.6;H1;15.97;48;12;697.59;24;6.19;4.43;
12902;47.9704;-1.4681;RCP2.6;H1;16.02;48;12;697.68;24;6.14;4.23;
12903;47.9738;-1.3611;RCP2.6;H1;16.19;52;14;739.2;23;6.33;4.35;
12904;47.9772;-1.2541;RCP2.6;H1;16.11;52;14;744.15;23;6.38;4.5;
12905;47.9804;-1.147;RCP2.6;H1;16.04;52;14;750.4;24;6.33;4.29;
12906;47.9835;-1.04;RCP2.6;H1;15.45;48;12;844.17;22;7.21;4.57;
12907;47.9866;-0.9329;RCP2.6;H1;15.71;52;14;776.07;24;6.69;4.43;
12908;47.9895;-0.8258;RCP2.6;H1;15.7;52;13;775.48;24;6.8;4.45;
12909;47.9924;-0.7188;RCP2.6;H1;15.82;51;13;770.12;24;6.76;4.45;
12910;47.9951;-0.6117;RCP2.6;H1;15.97;54;15;742.74;25;6.3;4.63;
12911;47.9978;-0.5045;RCP2.6;H1;15.98;53;15;742.41;25;6.3;4.46;
12912;48.0003;-0.3974;RCP2.6;H1;15.8;52;14;782.42;25;6.75;4.56;
12913;48.0028;-0.2903;RCP2.6;H1;16.04;56;16;716.57;24;6.31;4.3;
12914;48.0051;-0.1831;RCP2.6;H1;15.94;56;16;724.11;24;6.39;4.23;
12915;48.0074;-0.076;RCP2.6;H1;16.09;56;16;717.62;24;6.36;4.35;
12916;48.0095;0.0312;RCP2.6;H1;15.98;57;17;728.44;23;6.39;4.4;
12917;48.0116;0.1383;RCP2.6;H1;16.09;56;16;721.62;23;6.4;4.4;
12918;48.0136;0.2455;RCP2.6;H1;16.13;56;16;719.52;24;6.35;4.18;
12919;48.0154;0.3527;RCP2.6;H1;16.16;57;15;719.06;24;6.27;4.31;
12920;48.0172;0.4599;RCP2.6;H1;15.93;57;16;729.34;24;6.36;4.18;
12921;48.0189;0.5671;RCP2.6;H1;15.89;60;17;722.33;23;6.29;4.38;
12922;48.0204;0.6743;RCP2.6;H1;15.54;60;17;736.14;23;6.42;4.32;
12923;48.0219;0.7815;RCP2.6;H1;15.61;60;17;729.35;22;6.32;4.42;
12924;48.0233;0.8887;RCP2.6;H1;15.54;60;17;700.34;23;6.14;4.38;
12925;48.0246;0.9959;RCP2.6;H1;15.34;61;17;709.01;23;6.25;4.46;
12926;48.0257;1.1032;RCP2.6;H1;15.43;60;17;697.64;23;6.24;4.21;
12927;48.0268;1.2104;RCP2.6;H1;15.35;57;15;664.05;23;5.91;4.08;
12928;48.0278;1.3176;RCP2.6;H1;15.46;60;17;606.93;23;5.17;4.1;
12929;48.0287;1.4249;RCP2.6;H1;15.46;60;17;606.38;24;5.19;4.21;
12930;48.0295;1.5321;RCP2.6;H1;15.68;63;19;639.44;23;5.52;3.95;
12931;48.0302;1.6394;RCP2.6;H1;15.73;63;19;637.75;23;5.5;3.94;
12932;48.0308;1.7466;RCP2.6;H1;15.71;63;19;638.14;22;5.48;4.03;
12933;48.0312;1.8539;RCP2.6;H1;15.72;64;19;640.15;23;5.38;4.15;
12934;48.0316;1.9611;RCP2.6;H1;15.71;65;20;714.47;22;6.16;4.38;
12935;48.0319;2.0684;RCP2.6;H1;15.64;65;20;717.87;22;6.21;4.25;
12936;48.0321;2.1756;RCP2.6;H1;15.61;65;20;722.2;22;6.22;4.27;
12937;48.0322;2.2829;RCP2.6;H1;15.62;66;20;725.05;22;6.22;4.23;
12938;48.0322;2.3901;RCP2.6;H1;15.53;65;20;705.13;21;6.09;4.31;
12939;48.0321;2.4974;RCP2.6;H1;15.8;65;21;697.81;21;6.05;4.42;
12940;48.0319;2.6047;RCP2.6;H1;15.88;66;21;689.95;22;6.02;4.52;
12941;48.0316;2.7119;RCP2.6;H1;15.84;66;20;690.89;22;6.04;4.37;
12942;48.0313;2.8192;RCP2.6;H1;15.53;66;21;699.63;21;6.09;4.35;
12943;48.0308;2.9264;RCP2.6;H1;15.38;66;21;710.71;22;6.15;4.46;
12944;48.0302;3.0337;RCP2.6;H1;15.16;66;21;716.6;22;6.26;4.15;
12945;48.0295;3.1409;RCP2.6;H1;15.33;66;21;776.07;22;6.73;4.25;
12946;48.0287;3.2482;RCP2.6;H1;15.45;66;21;772.98;22;6.78;4.06;
12947;48.0278;3.3554;RCP2.6;H1;15.52;67;21;792.12;22;6.79;4.12;
12948;48.0268;3.4626;RCP2.6;H1;15.12;67;21;810.82;21;6.98;4.27;
12949;48.0258;3.5699;RCP2.6;H1;15.5;68;21;791.78;21;6.84;4.6;
12950;48.0246;3.6771;RCP2.6;H1;16.25;71;23;752.42;21;6.47;4.42;
12951;48.0233;3.7843;RCP2.6;H1;16.31;71;23;743.57;21;6.49;4.31;
12952;48.0219;3.8915;RCP2.6;H1;15.65;70;23;783.82;21;6.55;4.01;
12953;48.0205;3.9987;RCP2.6;H1;15.42;70;23;791.62;21;6.61;4.01;
12954;48.0189;4.106;RCP2.6;H1;15.09;71;24;806.99;20;6.8;4.04;
12955;48.0172;4.2132;RCP2.6;H1;14.91;74;25;874.03;20;7.54;3.96;
12956;48.0155;4.3203;RCP2.6;H1;14.94;74;25;873.32;20;7.53;3.96;
12957;48.0136;4.4275;RCP2.6;H1;15.02;74;25;869.15;20;7.51;4.15;
12958;48.0116;4.5347;RCP2.6;H1;14.72;75;25;885.41;20;7.71;4.1;
12959;48.0096;4.6419;RCP2.6;H1;15.46;75;25;887.49;20;7.84;4.13;
12960;48.0074;4.749;RCP2.6;H1;14.81;74;25;958.42;20;8.38;4;
12961;48.0052;4.8562;RCP2.6;H1;14.75;75;25;961.27;19;8.41;4.05;
12962;48.0028;4.9633;RCP2.6;H1;14.69;76;26;961.36;20;8.42;4;
12963;48.0004;5.0705;RCP2.6;H1;14.09;74;25;981.48;19;8.54;3.96;
12964;47.9978;5.1776;RCP2.6;H1;13.92;74;25;986.75;19;8.57;3.98;
12965;47.9952;5.2847;RCP2.6;H1;13.77;71;24;954.43;20;8.31;4.1;
12966;47.9924;5.3918;RCP2.6;H1;13.5;71;24;964.27;20;8.32;4.55;
12967;47.9896;5.4989;RCP2.6;H1;13.75;71;24;955.69;20;8.25;4.37;
12968;47.9866;5.606;RCP2.6;H1;13.73;71;24;956.17;19;8.25;4.42;
12969;47.9836;5.713;RCP2.6;H1;14.02;72;24;980.62;20;8.4;4.77;
12970;47.9804;5.8201;RCP2.6;H1;14.13;73;25;976.78;19;8.34;4.31;
12971;47.9772;5.9271;RCP2.6;H1;14.77;75;26;1053.16;19;9.18;4.45;
12972;47.9739;6.0341;RCP2.6;H1;14.5;74;25;1006.18;20;8.74;4.3;
12973;47.9704;6.1412;RCP2.6;H1;14.59;76;27;1075.07;20;9.39;4.58;
12974;47.9669;6.2482;RCP2.6;H1;14.18;76;28;1103.63;20;9.61;4.42;
12975;47.9633;6.3551;RCP2.6;H1;13.42;76;28;1142.07;20;9.9;4.23;
12976;47.9596;6.4621;RCP2.6;H1;13.14;78;29;1567.77;18;13.47;4.44;
12977;47.9557;6.5691;RCP2.6;H1;12.39;79;31;1632.01;18;14.09;4.06;
12978;47.9518;6.676;RCP2.6;H1;12.34;79;31;1637.32;18;14.11;4.23;
12979;47.9478;6.7829;RCP2.6;H1;11.93;78;29;1661.25;18;14.16;4.2;
12980;47.9437;6.8898;RCP2.6;H1;11.03;78;30;1657.54;18;14.12;4.62;
12981;47.9395;6.9967;RCP2.6;H1;11.12;78;29;1655.6;17;14.12;4.7;
12982;47.9352;7.1036;RCP2.6;H1;10.93;75;28;1612.47;16;13.66;4.71;
12983;47.9308;7.2104;RCP2.6;H1;13.97;78;29;800.1;19;6.64;4.68;
12984;47.9262;7.3173;RCP2.6;H1;15.43;76;26;747.43;19;6.34;4.88;
12985;47.9216;7.4241;RCP2.6;H1;15.46;75;25;748;20;6.34;4.65;
12986;47.9169;7.5309;RCP2.6;H1;15.46;75;25;748.01;20;6.34;4.65;
12987;47.9121;7.6377;RCP2.6;H1;15.43;76;27;763.75;20;6.27;4.71;
13018;47.9125;-4.3599;RCP2.6;H1;15.52;29;8;809.36;25;6.99;4.38;
13019;47.9186;-4.2533;RCP2.6;H1;15.84;36;11;1093.04;24;9.51;4.31;
13020;47.9245;-4.1466;RCP2.6;H1;15.67;32;9;975.17;24;8.49;4.32;
13021;47.9304;-4.0399;RCP2.6;H1;15.59;32;9;982.26;24;8.55;4.42;
13022;47.9362;-3.9332;RCP2.6;H1;15.45;35;10;1117.88;23;9.61;4.35;
13023;47.9419;-3.8265;RCP2.6;H1;15.23;35;10;1127.94;23;9.71;4.1;
13024;47.9475;-3.7197;RCP2.6;H1;15.27;35;10;1125.64;23;9.8;4.1;
13025;47.953;-3.613;RCP2.6;H1;15.29;35;9;1127.36;22;9.85;4.23;
13026;47.9584;-3.5062;RCP2.6;H1;15.22;35;10;1122.07;22;9.77;4.29;
13027;47.9636;-3.3993;RCP2.6;H1;15.57;42;12;1100.29;23;9.48;4.02;
13028;47.9688;-3.2925;RCP2.6;H1;15.29;42;12;1111.84;23;9.51;4.19;
13029;47.9739;-3.1856;RCP2.6;H1;15.29;42;10;1108.33;22;9.39;3.85;
13030;47.9789;-3.0787;RCP2.6;H1;15.68;46;11;869.32;25;7.29;4.08;
13031;47.9839;-2.9718;RCP2.6;H1;15.51;44;10;875.41;25;7.41;4.1;
13032;47.9887;-2.8649;RCP2.6;H1;15.62;44;11;859.99;25;7.33;4.21;
13033;47.9934;-2.758;RCP2.6;H1;15.55;44;10;859.1;25;7.39;4.23;
13034;47.998;-2.651;RCP2.6;H1;15.7;44;10;852.76;24;7.37;4.04;
13035;48.0025;-2.544;RCP2.6;H1;15.77;45;10;763.67;25;6.62;4;
13036;48.0069;-2.437;RCP2.6;H1;15.93;45;10;756.12;24;6.58;3.92;
13037;48.0112;-2.33;RCP2.6;H1;15.79;45;11;761.78;25;6.65;4.3;
13038;48.0154;-2.223;RCP2.6;H1;15.09;47;12;830.96;24;7.22;4.42;
13039;48.0196;-2.1159;RCP2.6;H1;15.34;47;11;822.03;24;7.05;4.54;
13040;48.0236;-2.0089;RCP2.6;H1;15.63;47;11;813.5;23;7.04;4.5;
13041;48.0275;-1.9018;RCP2.6;H1;15.91;49;12;704.02;24;6.3;4.42;
13042;48.0314;-1.7947;RCP2.6;H1;16.23;48;11;684.57;24;6.21;4.31;
13043;48.0351;-1.6876;RCP2.6;H1;16.26;48;11;685.63;24;6.12;4.21;
13044;48.0387;-1.5804;RCP2.6;H1;16.13;48;12;689.2;24;6.12;4.27;
13045;48.0423;-1.4733;RCP2.6;H1;16.05;48;12;696.66;24;6.14;4.23;
13046;48.0457;-1.3661;RCP2.6;H1;15.9;48;12;705.64;24;6.2;4.32;
13047;48.049;-1.259;RCP2.6;H1;15.96;52;14;750.02;24;6.42;4.07;
13048;48.0523;-1.1518;RCP2.6;H1;15.43;48;12;843.45;22;7.28;4.15;
13049;48.0554;-1.0446;RCP2.6;H1;15.34;52;13;795.04;24;6.89;4.13;
13050;48.0585;-0.9374;RCP2.6;H1;15.48;52;14;791.75;24;6.8;4.42;
13051;48.0614;-0.8302;RCP2.6;H1;15.61;52;13;780.32;24;6.78;4.62;
13052;48.0643;-0.7229;RCP2.6;H1;15.79;51;13;770.72;24;6.7;4.63;
13053;48.067;-0.6157;RCP2.6;H1;15.71;52;13;775.64;24;6.73;4.27;
13054;48.0697;-0.5084;RCP2.6;H1;15.67;52;14;792.72;25;6.77;4.3;
13055;48.0722;-0.4012;RCP2.6;H1;15.68;53;14;792.35;25;6.77;4.3;
13056;48.0747;-0.2939;RCP2.6;H1;15.29;54;15;814.74;24;6.96;4.23;
13057;48.077;-0.1866;RCP2.6;H1;15.36;55;14;765.43;23;6.53;4.33;
13058;48.0793;-0.0793;RCP2.6;H1;15.93;57;16;724.58;24;6.36;4.2;
13059;48.0815;0.028;RCP2.6;H1;15.81;57;16;735.34;23;6.46;4.4;
13060;48.0835;0.1353;RCP2.6;H1;16.07;56;16;723.02;23;6.38;4.4;
13061;48.0855;0.2427;RCP2.6;H1;16.14;57;16;718.42;24;6.39;3.96;
13062;48.0874;0.35;RCP2.6;H1;16.17;56;16;718.11;24;6.28;4.23;
13063;48.0891;0.4573;RCP2.6;H1;16.04;57;16;723.96;24;6.32;4.23;
13064;48.0908;0.5647;RCP2.6;H1;15.98;57;16;723.47;23;6.3;4.02;
13065;48.0924;0.672;RCP2.6;H1;15.72;59;16;727.52;23;6.31;4.65;
13066;48.0938;0.7794;RCP2.6;H1;15.6;60;17;730;22;6.33;4.5;
13067;48.0952;0.8867;RCP2.6;H1;15.23;61;17;716.78;23;6.29;4.62;
13068;48.0965;0.9941;RCP2.6;H1;15.29;60;17;711.36;23;6.34;4.46;
13069;48.0977;1.1015;RCP2.6;H1;15.17;58;17;674.99;23;5.93;4.23;
13070;48.0988;1.2089;RCP2.6;H1;15.21;58;16;671.16;22;5.94;4.2;
13071;48.0997;1.3162;RCP2.6;H1;15.38;60;17;612.38;23;5.28;4.33;
13072;48.1006;1.4236;RCP2.6;H1;15.44;60;17;609.73;23;5.28;4.19;
13073;48.1014;1.531;RCP2.6;H1;15.46;60;17;611.54;23;5.19;4.07;
13074;48.1021;1.6384;RCP2.6;H1;15.44;60;17;612.35;23;5.19;4.05;
13075;48.1027;1.7458;RCP2.6;H1;15.48;61;17;610.76;23;5.19;4.07;
13076;48.1032;1.8532;RCP2.6;H1;15.38;59;17;611.23;23;5.21;3.98;
13077;48.1036;1.9606;RCP2.6;H1;15.71;63;19;641.55;23;5.4;4.15;
13078;48.1039;2.068;RCP2.6;H1;15.68;64;19;643.06;22;5.41;4.23;
13079;48.1041;2.1754;RCP2.6;H1;15.77;64;19;643.56;22;5.39;4.33;
13080;48.1042;2.2828;RCP2.6;H1;15.63;65;20;696.33;22;6;4.37;
13081;48.1042;2.3902;RCP2.6;H1;15.66;65;20;701.43;21;6.06;4.35;
13082;48.1041;2.4976;RCP2.6;H1;15.86;65;21;696.29;21;6.04;4.35;
13083;48.1039;2.605;RCP2.6;H1;15.91;65;20;694.97;21;5.99;4.29;
13084;48.1036;2.7124;RCP2.6;H1;15.84;65;20;693.4;22;6.04;4.29;
13085;48.1032;2.8198;RCP2.6;H1;15.73;65;20;696.64;22;6.05;4.3;
13086;48.1027;2.9272;RCP2.6;H1;15.44;65;21;708.63;22;6.12;4.31;
13087;48.1021;3.0346;RCP2.6;H1;15.42;66;22;774.49;21;6.72;4.02;
13088;48.1014;3.142;RCP2.6;H1;15.25;67;21;781.19;22;6.77;4.2;
13089;48.1006;3.2494;RCP2.6;H1;15.78;66;21;710.62;22;6.04;4.37;
13090;48.0998;3.3568;RCP2.6;H1;15.48;67;21;793.19;21;6.81;4.08;
13091;48.0988;3.4642;RCP2.6;H1;15.1;67;22;809.26;21;6.97;4.15;
13092;48.0977;3.5716;RCP2.6;H1;14.85;68;22;823.04;21;7.01;4.28;
13093;48.0965;3.6789;RCP2.6;H1;14.89;68;22;817.33;21;6.99;4.3;
13094;48.0952;3.7863;RCP2.6;H1;14.84;70;22;825.85;20;6.88;4.13;
13095;48.0939;3.8937;RCP2.6;H1;15.29;70;23;796.75;21;6.65;4;
13096;48.0924;4.001;RCP2.6;H1;15.44;70;23;791.1;21;6.61;4.01;
13097;48.0908;4.1084;RCP2.6;H1;15.38;71;23;793.03;21;6.69;3.99;
13098;48.0891;4.2157;RCP2.6;H1;15.13;71;24;805.14;20;6.78;4.1;
13099;48.0874;4.3231;RCP2.6;H1;15.2;73;24;863.34;20;7.42;4.12;
13100;48.0855;4.4304;RCP2.6;H1;15.21;74;25;862.92;20;7.46;4.06;
13101;48.0835;4.5377;RCP2.6;H1;14.8;74;26;881.95;20;7.6;3.75;
13102;48.0815;4.645;RCP2.6;H1;14.37;74;25;901.66;20;7.8;3.73;
13103;48.0793;4.7523;RCP2.6;H1;14.85;75;25;956.33;20;8.36;4.06;
13104;48.0771;4.8596;RCP2.6;H1;14.91;74;25;952.81;20;8.33;4.06;
13105;48.0747;4.9669;RCP2.6;H1;14.88;74;25;951.54;19;8.36;3.85;
13106;48.0722;5.0742;RCP2.6;H1;14.5;75;25;965.52;20;8.47;3.85;
13107;48.0697;5.1815;RCP2.6;H1;14.25;74;26;975.27;19;8.52;3.87;
13108;48.067;5.2887;RCP2.6;H1;13.78;73;25;995.07;20;8.61;3.8;
13109;48.0643;5.396;RCP2.6;H1;13.61;71;25;960.22;20;8.38;4.13;
13110;48.0614;5.5032;RCP2.6;H1;13.85;72;24;952.12;20;8.23;4.37;
13111;48.0585;5.6104;RCP2.6;H1;13.97;72;24;943.21;20;8.2;4.45;
13112;48.0555;5.7176;RCP2.6;H1;13.34;71;24;998.97;19;8.52;4.37;
13113;48.0523;5.8248;RCP2.6;H1;13.64;72;24;987.48;19;8.38;4.7;
13114;48.0491;5.932;RCP2.6;H1;14.3;74;27;967.7;19;8.34;4.48;
13115;48.0457;6.0392;RCP2.6;H1;14.44;75;27;1070.79;20;9.39;4.73;
13116;48.0423;6.1463;RCP2.6;H1;13.52;75;27;1121.66;19;9.7;4.46;
13117;48.0388;6.2535;RCP2.6;H1;14.08;76;27;1105.75;19;9.6;4.37;
13118;48.0351;6.3606;RCP2.6;H1;13.25;75;27;1151.94;20;9.95;4.25;
13119;48.0314;6.4677;RCP2.6;H1;13.03;78;29;1585.62;18;13.67;4.45;
13120;48.0276;6.5748;RCP2.6;H1;13.21;79;30;1573.53;18;13.45;4.33;
13121;48.0237;6.6819;RCP2.6;H1;13.02;79;30;1582.47;18;13.63;4.23;
13122;48.0196;6.789;RCP2.6;H1;11.43;77;30;1714.6;17;14.59;4.42;
13123;48.0155;6.896;RCP2.6;H1;10.52;77;29;1796.8;17;15.24;4.69;
13124;48.0113;7.0031;RCP2.6;H1;10.31;77;28;1705.72;17;14.25;4.85;
13125;48.007;7.1101;RCP2.6;H1;11.88;76;27;1542.82;17;12.8;4.79;
13126;48.0026;7.2171;RCP2.6;H1;13.36;75;26;1466.46;17;12.41;4.71;
13127;47.998;7.3241;RCP2.6;H1;15.39;76;26;744.2;19;6.3;4.87;
13128;47.9934;7.431;RCP2.6;H1;15.52;75;25;747.98;20;6.25;4.7;
13129;47.9887;7.538;RCP2.6;H1;15.54;75;25;747.47;20;6.25;4.57;
13130;47.9839;7.6449;RCP2.6;H1;15.48;75;26;752.75;21;6.29;4.5;
13159;47.9717;-4.5825;RCP2.6;H1;15.71;30;8;807.06;25;6.95;4.13;
13160;47.978;-4.4758;RCP2.6;H1;15.52;29;8;814.47;25;7.02;4.13;
13161;47.9842;-4.369;RCP2.6;H1;15.66;36;11;1109.15;24;9.68;4.4;
13162;47.9903;-4.2623;RCP2.6;H1;15.34;36;11;1121.38;24;9.79;4.29;
13163;47.9962;-4.1555;RCP2.6;H1;15.57;35;10;1107.48;23;9.64;4.23;
13164;48.0021;-4.0486;RCP2.6;H1;15.62;35;9;1106;23;9.62;4.33;
13165;48.0079;-3.9418;RCP2.6;H1;15.25;35;9;1125.48;23;9.71;4.3;
13166;48.0136;-3.8349;RCP2.6;H1;14.89;35;10;1145.5;23;9.9;4.2;
13167;48.0192;-3.728;RCP2.6;H1;14.8;38;11;1247.98;21;10.66;4.25;
13168;48.0247;-3.6211;RCP2.6;H1;15.03;42;12;1132.82;22;9.71;4.29;
13169;48.0301;-3.5141;RCP2.6;H1;15.43;42;12;1105;23;9.35;4.38;
13170;48.0354;-3.4072;RCP2.6;H1;15.27;42;12;1099.68;23;9.4;4.19;
13171;48.0406;-3.3002;RCP2.6;H1;15.2;42;11;1103.54;23;9.49;4.17;
13172;48.0457;-3.1932;RCP2.6;H1;15.2;42;10;1110.28;22;9.42;3.85;
13173;48.0507;-3.0861;RCP2.6;H1;15.02;45;11;883.89;24;7.51;4;
13174;48.0556;-2.9791;RCP2.6;H1;15.48;44;10;863.8;24;7.33;4.06;
13175;48.0604;-2.872;RCP2.6;H1;15.42;43;10;871;24;7.46;4.2;
13176;48.0652;-2.7649;RCP2.6;H1;15.49;43;10;866.61;24;7.42;4.04;
13177;48.0698;-2.6578;RCP2.6;H1;15.57;44;10;860.81;25;7.29;4.04;
13178;48.0743;-2.5507;RCP2.6;H1;15.42;42;9;849.59;22;7.12;4.06;
13179;48.0787;-2.4436;RCP2.6;H1;15.73;45;10;767.41;24;6.66;4.2;
13180;48.083;-2.3364;RCP2.6;H1;15.83;45;10;767.14;25;6.6;4.17;
13181;48.0873;-2.2292;RCP2.6;H1;15.55;46;10;757.22;23;6.45;4.2;
13182;48.0914;-2.122;RCP2.6;H1;15.5;46;10;759.13;23;6.46;4.2;
13183;48.0954;-2.0148;RCP2.6;H1;15.52;46;10;754.51;23;6.55;4.21;
13184;48.0994;-1.9076;RCP2.6;H1;16.11;47;11;787.61;24;6.79;4.25;
13185;48.1032;-1.8003;RCP2.6;H1;16.23;48;11;684.24;24;6.17;4.31;
13186;48.1069;-1.6931;RCP2.6;H1;16.21;48;11;687.61;24;6.13;4.28;
13187;48.1106;-1.5858;RCP2.6;H1;16.09;48;11;691.85;24;6.12;4.28;
13188;48.1141;-1.4785;RCP2.6;H1;16.01;48;12;699.13;23;6.19;4.42;
13189;48.1175;-1.3712;RCP2.6;H1;15.54;48;11;832.6;22;7.25;4.46;
13190;48.1209;-1.2639;RCP2.6;H1;15.52;48;11;833.5;22;7.25;4.46;
13191;48.1241;-1.1566;RCP2.6;H1;15.34;48;12;845.39;22;7.35;4.37;
13192;48.1273;-1.0492;RCP2.6;H1;15.13;50;13;863.7;23;7.41;4.37;
13193;48.1303;-0.9419;RCP2.6;H1;15.12;50;13;864.17;23;7.42;4.37;
13194;48.1333;-0.8345;RCP2.6;H1;15.5;52;14;787.99;24;6.88;4.29;
13195;48.1361;-0.7271;RCP2.6;H1;15.68;52;13;781.21;24;6.78;4.47;
13196;48.1389;-0.6197;RCP2.6;H1;15.61;52;14;787.14;24;6.77;4.19;
13197;48.1415;-0.5123;RCP2.6;H1;15.7;53;14;792.31;25;6.71;4.6;
13198;48.1441;-0.4049;RCP2.6;H1;15.65;53;14;794.43;25;6.73;4.6;
13199;48.1466;-0.2975;RCP2.6;H1;15.24;54;15;819.28;24;7.01;4.43;
13200;48.1489;-0.19;RCP2.6;H1;15.23;55;15;771.72;23;6.58;4.35;
13201;48.1512;-0.0826;RCP2.6;H1;15.49;54;14;758.4;23;6.47;4.33;
13202;48.1534;0.0249;RCP2.6;H1;15.88;57;17;731.26;23;6.46;4.25;
13203;48.1554;0.1323;RCP2.6;H1;16.13;56;16;721.91;23;6.37;4.18;
13204;48.1574;0.2398;RCP2.6;H1;16.19;56;16;719.29;23;6.36;4.18;
13205;48.1593;0.3473;RCP2.6;H1;16;57;16;726.68;24;6.33;4.12;
13206;48.161;0.4547;RCP2.6;H1;15.79;59;16;727.12;23;6.29;3.95;
13207;48.1627;0.5622;RCP2.6;H1;15.77;59;17;728.51;23;6.32;4.04;
13208;48.1643;0.6697;RCP2.6;H1;15.92;59;16;720.41;23;6.26;4.38;
13209;48.1658;0.7772;RCP2.6;H1;15.45;60;17;741;23;6.45;4.45;
13210;48.1671;0.8848;RCP2.6;H1;14.69;60;17;746.7;22;6.39;4.42;
13211;48.1684;0.9923;RCP2.6;H1;14.87;59;16;735.14;21;6.33;4.35;
13212;48.1696;1.0998;RCP2.6;H1;15.09;59;16;682.55;22;5.92;4.35;
13213;48.1707;1.2073;RCP2.6;H1;15.12;58;16;679.02;22;5.95;4.52;
13214;48.1717;1.3148;RCP2.6;H1;15.22;60;17;617.55;23;5.31;4.37;
13215;48.1726;1.4224;RCP2.6;H1;15.29;58;16;612.81;22;5.35;4.29;
13216;48.1733;1.5299;RCP2.6;H1;15.28;58;16;615.44;23;5.33;4.15;
13217;48.174;1.6375;RCP2.6;H1;15.42;60;17;611.5;23;5.27;3.88;
13218;48.1746;1.745;RCP2.6;H1;15.43;60;18;611.88;24;5.24;4.08;
13219;48.1751;1.8525;RCP2.6;H1;15.32;58;17;613.13;22;5.27;4.12;
